child,parent
us-gaap:TaxCutsAndJobsActOf2017ChangeInTaxRateDeferredTaxLiabilityIncomeTaxBenefit,us-gaap:DeferredTaxLiabilitiesNet
us-gaap:TaxCutsAndJobsActOf2017ChangeInTaxRateDeferredTaxLiabilityIncomeTaxBenefit,us-gaap:IncomeTaxExpenseBenefit
us-gaap:TaxCutsAndJobsActOf2017ChangeInTaxRateDeferredTaxLiabilityIncomeTaxBenefit,us-gaap:Liabilities
us-gaap:TaxCutsAndJobsActOf2017ChangeInTaxRateIncomeTaxExpenseBenefit,us-gaap:IncomeTaxExpenseBenefit
us-gaap:TaxCutsAndJobsActOf2017IncomeTaxExpenseBenefit,us-gaap:IncomeTaxExpenseBenefit
us-gaap:TaxCutsAndJobsActOf2017IncompleteAccountingChangeInTaxRateProvisionalIncomeTaxExpenseBenefit,us-gaap:IncomeTaxExpenseBenefit
us-gaap:TaxCutsAndJobsActOf2017IncompleteAccountingProvisionalIncomeTaxExpenseBenefit,us-gaap:IncomeTaxExpenseBenefit
us-gaap:TaxCutsAndJobsActOf2017IncompleteAccountingTransitionTaxForAccumulatedForeignEarningsProvisionalIncomeTaxExpense,us-gaap:IncomeTaxExpenseBenefit
us-gaap:TaxCutsAndJobsActOf2017IncompleteAccountingTransitionTaxForAccumulatedForeignEarningsProvisionalLiability,us-gaap:Liabilities
us-gaap:TaxCutsAndJobsActOf2017MeasurementPeriodAdjustmentIncomeTaxExpenseBenefit,us-gaap:IncomeTaxExpenseBenefit
us-gaap:TaxCutsAndJobsActOf2017ReclassificationFromAociToRetainedEarningsTaxEffect,us-gaap:RetainedEarnings
us-gaap:TaxCutsAndJobsActOf2017TransitionTaxForAccumulatedForeignEarningsIncomeTaxExpense,us-gaap:IncomeTaxExpenseBenefit
us-gaap:TaxCutsAndJobsActOf2017TransitionTaxForAccumulatedForeignEarningsLiability,us-gaap:Liabilities
us-gaap:TaxCutsAndJobsActOf2017TransitionTaxForAccumulatedForeignEarningsLiabilityNoncurrent,us-gaap:Liabilities
us-gaap:TierOneRiskBasedCapitalRequiredForCapitalAdequacyToRiskWeightedAssets,us-gaap:Assets
us-gaap:TierOneRiskBasedCapitalRequiredToBeWellCapitalizedToRiskWeightedAssets,us-gaap:Assets
us-gaap:TradingLiabilities,us-gaap:Liabilities
us-gaap:TradingSecurities,us-gaap:ShortTermInvestments
us-gaap:TradingSecuritiesCurrent,us-gaap:ShortTermInvestments
us-gaap:TradingSecuritiesDebt,us-gaap:ShortTermInvestments
us-gaap:TradingSecuritiesPledgedAsCollateral,us-gaap:ShortTermInvestments
us-gaap:TradingSecuritiesRealizedGain,us-gaap:ShortTermInvestments
us-gaap:TradingSecuritiesUnrealizedHoldingGainLoss,us-gaap:ShortTermInvestments
us-gaap:TreasuryStockAcquiredAverageCostPerShare,us-gaap:TreasuryStock
us-gaap:TreasuryStockCommonShares,us-gaap:TreasuryStock
us-gaap:TreasuryStockRetiredCostMethodAmount,us-gaap:TreasuryStock
us-gaap:TreasuryStockShares,us-gaap:TreasuryStock
us-gaap:TreasuryStockSharesAcquired,us-gaap:TreasuryStock
us-gaap:TreasuryStockSharesRetired,us-gaap:TreasuryStock
us-gaap:TreasuryStockValueAcquiredCostMethod,us-gaap:TreasuryStock
us-gaap:UnrealizedGainLossOnSecurities,us-gaap:AccumulatedOtherComprehensiveIncome
us-gaap:UnrecognizedTaxBenefitsDecreasesResultingFromForeignCurrencyTranslation,us-gaap:AccumulatedOtherComprehensiveIncome
us-gaap:UnrecognizedTaxBenefitsIncomeTaxPenaltiesAccrued,us-gaap:IncomeTaxExpenseBenefit
us-gaap:UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,us-gaap:IncomeTaxExpenseBenefit
us-gaap:UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense,us-gaap:IncomeTaxExpenseBenefit
us-gaap:UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense,us-gaap:InterestExpense
us-gaap:UnrecognizedTaxBenefitsIncomeTaxPenaltiesExpense,us-gaap:IncomeTaxExpenseBenefit
us-gaap:UnrecognizedTaxBenefitsIncreasesResultingFromForeignCurrencyTranslation,us-gaap:AccumulatedOtherComprehensiveIncome
us-gaap:UnrecognizedTaxBenefitsInterestOnIncomeTaxesAccrued,us-gaap:IncomeTaxExpenseBenefit
us-gaap:UnrecognizedTaxBenefitsInterestOnIncomeTaxesExpense,us-gaap:IncomeTaxExpenseBenefit
us-gaap:ValuationAllowanceDeferredTaxAssetChangeInAmount,us-gaap:Assets
us-gaap:ValuationAllowanceDeferredTaxAssetChangeInAmount,us-gaap:DeferredTaxAssetsNet
us-gaap:AccountsPayable,us-gaap:CurrentLiabilities
us-gaap:AccountsPayableAndAccruedLiabilitiesCurrent,us-gaap:CurrentLiabilities
us-gaap:AccountsPayableCurrent,us-gaap:CurrentLiabilities
us-gaap:AccountsPayableOtherCurrent,us-gaap:CurrentLiabilities
us-gaap:AccountsPayableTradeCurrent,us-gaap:CurrentLiabilities
us-gaap:AccountsReceivableGrossCurrent,us-gaap:CurrentAssets
us-gaap:AccountsReceivableNet,us-gaap:CurrentAssets
us-gaap:AccountsReceivableNetCurrent,us-gaap:CurrentAssets
us-gaap:AccountsReceivableNetNoncurrent,us-gaap:CurrentAssets
us-gaap:AccountsReceivableSale,us-gaap:CurrentAssets
us-gaap:AmortizationOfAcquiredIntangibleAssets,us-gaap:NoncurrentAssets
us-gaap:AmortizationOfIntangibleAssets,us-gaap:NoncurrentAssets
us-gaap:BusinessAcquisitionPurchasePriceAllocationAmortizableIntangibleAssets,us-gaap:NoncurrentAssets
us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibleAssetsOtherThanGoodwill,us-gaap:NoncurrentAssets
us-gaap:ContractWithCustomerLiability,us-gaap:CurrentLiabilities
us-gaap:ContractWithCustomerLiabilityCurrent,us-gaap:CurrentLiabilities
us-gaap:ContractWithCustomerLiabilityIncreaseDecreaseForContractAcquiredInBusinessCombination,us-gaap:CurrentLiabilities
us-gaap:ContractWithCustomerLiabilityNoncurrent,us-gaap:CurrentLiabilities
us-gaap:ContractWithCustomerLiabilityRevenueRecognized,us-gaap:CurrentLiabilities
us-gaap:CostOfGoodsSold,us-gaap:CostOfRevenue
us-gaap:CostOfGoodsSoldAmortization,us-gaap:CostOfRevenue
us-gaap:DeferredRevenue,us-gaap:CurrentLiabilities
us-gaap:DeferredRevenueAdditions,us-gaap:CurrentLiabilities
us-gaap:DeferredRevenueAndCreditsNoncurrent,us-gaap:CurrentLiabilities
us-gaap:DeferredRevenueCurrent,us-gaap:CurrentLiabilities
us-gaap:DeferredRevenueNoncurrent,us-gaap:CurrentLiabilities
us-gaap:DeferredRevenueRevenueRecognized,us-gaap:CurrentLiabilities
us-gaap:DeferredRevenueRevenueRecognized1,us-gaap:CurrentLiabilities
us-gaap:DeferredTaxAssetsGoodwillAndIntangibleAssets,us-gaap:NoncurrentAssets
us-gaap:DeferredTaxLiabilitiesGoodwillAndIntangibleAssets,us-gaap:NoncurrentAssets
us-gaap:DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,us-gaap:NoncurrentAssets
us-gaap:DisposalGroupIncludingDiscontinuedOperationIntangibleAssets,us-gaap:NoncurrentAssets
us-gaap:DisposalGroupIncludingDiscontinuedOperationIntangibleAssetsNet,us-gaap:NoncurrentAssets
us-gaap:FiniteLivedIntangibleAssetsAccumulatedAmortization,us-gaap:NoncurrentAssets
us-gaap:FiniteLivedIntangibleAssetsAcquired,us-gaap:NoncurrentAssets
us-gaap:FiniteLivedIntangibleAssetsAmortizationExpense,us-gaap:NoncurrentAssets
us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,us-gaap:NoncurrentAssets
us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,us-gaap:NoncurrentAssets
us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,us-gaap:NoncurrentAssets
us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,us-gaap:NoncurrentAssets
us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap:NoncurrentAssets
us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap:NoncurrentAssets
us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap:NoncurrentAssets
us-gaap:FiniteLivedIntangibleAssetsFutureAmortizationExpense,us-gaap:NoncurrentAssets
us-gaap:FiniteLivedIntangibleAssetsGross,us-gaap:NoncurrentAssets
us-gaap:FiniteLivedIntangibleAssetsNet,us-gaap:NoncurrentAssets
us-gaap:FiniteLivedIntangibleAssetsPeriodIncreaseDecrease,us-gaap:NoncurrentAssets
us-gaap:FiniteLivedIntangibleAssetsUsefulLife,us-gaap:NoncurrentAssets
us-gaap:FiniteLivedIntangibleAssetsUsefulLifeMaximum,us-gaap:NoncurrentAssets
us-gaap:FiniteLivedIntangibleAssetsUsefulLifeMinimum,us-gaap:NoncurrentAssets
us-gaap:FiniteLivedIntangibleAssetsWeightedAverageUsefulLife,us-gaap:NoncurrentAssets
us-gaap:FinitelivedIntangibleAssetsAcquired1,us-gaap:NoncurrentAssets
us-gaap:GainLossOnDispositionOfIntangibleAssets,us-gaap:NoncurrentAssets
us-gaap:Goodwill,us-gaap:NoncurrentAssets
us-gaap:ImpairmentOfIntangibleAssetsExcludingGoodwill,us-gaap:NoncurrentAssets
us-gaap:ImpairmentOfIntangibleAssetsFinitelived,us-gaap:NoncurrentAssets
us-gaap:ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,us-gaap:NoncurrentAssets
us-gaap:IndefiniteLivedIntangibleAssets,us-gaap:NoncurrentAssets
us-gaap:IndefiniteLivedIntangibleAssetsExcludingGoodwill,us-gaap:NoncurrentAssets
us-gaap:IndefiniteLivedIntangibleAssetsExcludingGoodwillFairValueDisclosure,us-gaap:NoncurrentAssets
us-gaap:IndefinitelivedIntangibleAssetsAcquired,us-gaap:NoncurrentAssets
us-gaap:IntangibleAssetsGrossExcludingGoodwill,us-gaap:NoncurrentAssets
us-gaap:IntangibleAssetsNetExcludingGoodwill,us-gaap:NoncurrentAssets
us-gaap:InventoryAdjustments,us-gaap:CurrentAssets
us-gaap:InventoryFinishedGoods,us-gaap:CurrentAssets
us-gaap:InventoryFinishedGoodsNetOfReserves,us-gaap:CurrentAssets
us-gaap:InventoryGross,us-gaap:CurrentAssets
us-gaap:InventoryLIFOReserve,us-gaap:CurrentAssets
us-gaap:InventoryNet,us-gaap:CurrentAssets
us-gaap:InventoryPartsAndComponentsNetOfReserves,us-gaap:CurrentAssets
us-gaap:InventoryRawMaterials,us-gaap:CurrentAssets
us-gaap:InventoryRawMaterialsAndSupplies,us-gaap:CurrentAssets
us-gaap:InventoryRawMaterialsAndSuppliesNetOfReserves,us-gaap:CurrentAssets
us-gaap:InventoryRawMaterialsNetOfReserves,us-gaap:CurrentAssets
us-gaap:InventoryValuationReserves,us-gaap:CurrentAssets
us-gaap:InventoryWorkInProcess,us-gaap:CurrentAssets
us-gaap:InventoryWorkInProcessNetOfReserves,us-gaap:CurrentAssets
us-gaap:InventoryWriteDown,us-gaap:CurrentAssets
us-gaap:OperatingLeaseLiability,us-gaap:NoncurrentLiabilities
us-gaap:OperatingLeaseLiabilityCurrent,us-gaap:NoncurrentLiabilities
us-gaap:OperatingLeaseLiabilityNoncurrent,us-gaap:NoncurrentLiabilities
us-gaap:OperatingLeaseRightOfUseAsset,us-gaap:NoncurrentAssets
us-gaap:OperatingLeaseRightOfUseAssetAmortizationExpense,us-gaap:NoncurrentAssets
us-gaap:OtherFiniteLivedIntangibleAssetsGross,us-gaap:NoncurrentAssets
us-gaap:OtherIntangibleAssetsNet,us-gaap:NoncurrentAssets
us-gaap:PaymentsToAcquireIntangibleAssets,us-gaap:NoncurrentAssets
us-gaap:ProceedsFromSaleOfIntangibleAssets,us-gaap:NoncurrentAssets
us-gaap:PropertyPlantAndEquipmentAdditions,us-gaap:NoncurrentAssets
us-gaap:PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAccumulatedDepreciationAndAmortization,us-gaap:NoncurrentAssets
us-gaap:PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAfterAccumulatedDepreciationAndAmortization,us-gaap:NoncurrentAssets
us-gaap:PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetBeforeAccumulatedDepreciationAndAmortization,us-gaap:NoncurrentAssets
us-gaap:PropertyPlantAndEquipmentFairValueDisclosure,us-gaap:NoncurrentAssets
us-gaap:PropertyPlantAndEquipmentGross,us-gaap:NoncurrentAssets
us-gaap:PropertyPlantAndEquipmentNet,us-gaap:NoncurrentAssets
us-gaap:PropertyPlantAndEquipmentOther,us-gaap:NoncurrentAssets
us-gaap:PropertyPlantAndEquipmentTransfersAndChanges,us-gaap:NoncurrentAssets
us-gaap:PropertyPlantAndEquipmentUsefulLifeMaximum,us-gaap:NoncurrentAssets
us-gaap:PropertyPlantAndEquipmentUsefulLifeMinimum,us-gaap:NoncurrentAssets
us-gaap:ResearchAndDevelopmentExpense,us-gaap:OperatingExpenses
us-gaap:ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,us-gaap:OperatingExpenses
us-gaap:ResearchAndDevelopmentExpenseSoftwareExcludingAcquiredInProcessCost,us-gaap:OperatingExpenses
us-gaap:RevenueFromContractWithCustomerIncludingAssessedTax,us-gaap:Revenues
us-gaap:RevenueFromRelatedParties,us-gaap:Revenues
us-gaap:RevenueRemainingPerformanceObligation,us-gaap:Revenues
us-gaap:RevenueRemainingPerformanceObligationPercentage,us-gaap:Revenues
us-gaap:RevenuesFromTransactionsWithOtherOperatingSegmentsOfSameEntity,us-gaap:Revenues
us-gaap:SalesRevenueGoodsNet,us-gaap:Revenues
us-gaap:SalesRevenueServicesGross,us-gaap:Revenues
us-gaap:SalesRevenueServicesNet,us-gaap:Revenues
us-gaap:SellingGeneralAndAdministrativeExpense,us-gaap:OperatingExpenses
us-gaap:AccumulatedDepreciationDepletionAndAmortizationExpensePropertyPlantAndEquipmentCurrentCharge,us-gaap:Assets
us-gaap:AccumulatedDepreciationDepletionAndAmortizationExpensePropertyPlantAndEquipmentCurrentCharge,us-gaap:NoncurrentAssets
us-gaap:AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,us-gaap:Assets
us-gaap:AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,us-gaap:NoncurrentAssets
us-gaap:AdditionalPaidInCapitalCommonStock,us-gaap:StockholdersEquity
us-gaap:AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,us-gaap:StockholdersEquity
us-gaap:AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebt,us-gaap:StockholdersEquity
us-gaap:AdjustmentsToAdditionalPaidInCapitalOther,us-gaap:StockholdersEquity
us-gaap:AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,us-gaap:StockholdersEquity
us-gaap:AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,us-gaap:StockholdersEquity
us-gaap:AdjustmentsToAdditionalPaidInCapitalWarrantIssued,us-gaap:StockholdersEquity
us-gaap:AllowanceForDoubtfulAccountsReceivable,us-gaap:CurrentAssets
us-gaap:AllowanceForDoubtfulAccountsReceivableCurrent,us-gaap:CurrentAssets
us-gaap:AllowanceForDoubtfulAccountsReceivableNoncurrent,us-gaap:CurrentAssets
us-gaap:AllowanceForDoubtfulAccountsReceivableWriteOffs,us-gaap:CurrentAssets
us-gaap:AssetRetirementObligation,us-gaap:Liabilities
us-gaap:AssetRetirementObligationAccretionExpense,us-gaap:Liabilities
us-gaap:AssetRetirementObligationRevisionOfEstimate,us-gaap:Liabilities
us-gaap:AssetRetirementObligationsNoncurrent,us-gaap:Liabilities
us-gaap:BuildingsAndImprovementsGross,us-gaap:Assets
us-gaap:BuildingsAndImprovementsGross,us-gaap:NoncurrentAssets
us-gaap:BusinessAcquisitionPurchasePriceAllocationCurrentAssetsInventory,us-gaap:CurrentAssets
us-gaap:BusinessAcquisitionPurchasePriceAllocationPropertyPlantAndEquipment,us-gaap:Assets
us-gaap:BusinessAcquisitionPurchasePriceAllocationPropertyPlantAndEquipment,us-gaap:NoncurrentAssets
us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedInventory,us-gaap:CurrentAssets
us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,us-gaap:NoncurrentAssets
us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedLessNoncontrollingInterest,us-gaap:NoncurrentAssets
us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet,us-gaap:NoncurrentAssets
us-gaap:CapitalLeasesLesseeBalanceSheetAssetsByMajorClassOtherPropertyPlantAndEquipment,us-gaap:NoncurrentAssets
us-gaap:CashAndCashEquivalentsAtCarryingValueContinuingAndDiscontinuedOperations,us-gaap:CashAndCashEquivalents
us-gaap:CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDiscontinuedOperations,us-gaap:CashAndCashEquivalents
us-gaap:CommonStockIncludingAdditionalPaidInCapital,us-gaap:StockholdersEquity
us-gaap:CommonStocksIncludingAdditionalPaidInCapital,us-gaap:StockholdersEquity
us-gaap:CostOfGoodsAndServicesSold,us-gaap:CostOfRevenue
us-gaap:CostOfGoodsSold,us-gaap:CostsAndExpenses
us-gaap:CostOfGoodsSoldAmortization,us-gaap:CostsAndExpenses
us-gaap:DeferredTaxAssetsInProcessResearchAndDevelopment,us-gaap:CostsAndExpenses
us-gaap:DeferredTaxAssetsInProcessResearchAndDevelopment,us-gaap:NetIncomeLoss
us-gaap:DeferredTaxAssetsInProcessResearchAndDevelopment,us-gaap:OperatingExpenses
us-gaap:DeferredTaxAssetsInProcessResearchAndDevelopment,us-gaap:OperatingIncomeLoss
us-gaap:DeferredTaxAssetsInventory,us-gaap:CurrentAssets
us-gaap:DeferredTaxAssetsPropertyPlantAndEquipment,us-gaap:NoncurrentAssets
us-gaap:DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAssetRetirementObligations,us-gaap:Liabilities
us-gaap:DeferredTaxLiabilitiesDeferredExpenseCapitalizedInventoryCosts,us-gaap:Assets
us-gaap:DeferredTaxLiabilitiesDeferredExpenseCapitalizedInventoryCosts,us-gaap:CurrentAssets
us-gaap:DeferredTaxLiabilitiesPropertyPlantAndEquipment,us-gaap:Assets
us-gaap:DeferredTaxLiabilitiesPropertyPlantAndEquipment,us-gaap:NoncurrentAssets
us-gaap:DisposalGroupIncludingDiscontinuedOperationGeneralAndAdministrativeExpense,us-gaap:Assets
us-gaap:DisposalGroupIncludingDiscontinuedOperationGeneralAndAdministrativeExpense,us-gaap:CostsAndExpenses
us-gaap:DisposalGroupIncludingDiscontinuedOperationGeneralAndAdministrativeExpense,us-gaap:NetIncomeLoss
us-gaap:DisposalGroupIncludingDiscontinuedOperationGeneralAndAdministrativeExpense,us-gaap:NoncurrentAssets
us-gaap:DisposalGroupIncludingDiscontinuedOperationGeneralAndAdministrativeExpense,us-gaap:OperatingExpenses
us-gaap:DisposalGroupIncludingDiscontinuedOperationGeneralAndAdministrativeExpense,us-gaap:OperatingIncomeLoss
us-gaap:DisposalGroupIncludingDiscontinuedOperationInventory,us-gaap:Assets
us-gaap:DisposalGroupIncludingDiscontinuedOperationInventory,us-gaap:CurrentAssets
us-gaap:DisposalGroupIncludingDiscontinuedOperationInventory1,us-gaap:Assets
us-gaap:DisposalGroupIncludingDiscontinuedOperationInventory1,us-gaap:CurrentAssets
us-gaap:DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipment,us-gaap:Assets
us-gaap:DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipment,us-gaap:NoncurrentAssets
us-gaap:DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipmentNet,us-gaap:Assets
us-gaap:DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipmentNet,us-gaap:NoncurrentAssets
us-gaap:EffectOfLIFOInventoryLiquidationOnIncome,us-gaap:Assets
us-gaap:EffectOfLIFOInventoryLiquidationOnIncome,us-gaap:CurrentAssets
us-gaap:EffectiveIncomeTaxRateReconciliationNondeductibleExpenseResearchAndDevelopment,us-gaap:CostsAndExpenses
us-gaap:EffectiveIncomeTaxRateReconciliationNondeductibleExpenseResearchAndDevelopment,us-gaap:NetIncomeLoss
us-gaap:EffectiveIncomeTaxRateReconciliationNondeductibleExpenseResearchAndDevelopment,us-gaap:OperatingExpenses
us-gaap:EffectiveIncomeTaxRateReconciliationNondeductibleExpenseResearchAndDevelopment,us-gaap:OperatingIncomeLoss
us-gaap:GainLossOnSaleOfAccountsReceivable,us-gaap:CurrentAssets
us-gaap:GeneralAndAdministrativeExpense,us-gaap:Assets
us-gaap:GeneralAndAdministrativeExpense,us-gaap:CostsAndExpenses
us-gaap:GeneralAndAdministrativeExpense,us-gaap:NetIncomeLoss
us-gaap:GeneralAndAdministrativeExpense,us-gaap:NoncurrentAssets
us-gaap:GeneralAndAdministrativeExpense,us-gaap:OperatingExpenses
us-gaap:GeneralAndAdministrativeExpense,us-gaap:OperatingIncomeLoss
us-gaap:Goodwill,us-gaap:Assets
us-gaap:GoodwillAndIntangibleAssetImpairment,us-gaap:NoncurrentAssets
us-gaap:GrossProfit,us-gaap:NetIncomeLoss
us-gaap:IncreaseDecreaseInAccountsReceivable,us-gaap:CurrentAssets
us-gaap:InventoryAdjustments,us-gaap:Assets
us-gaap:InventoryFinishedGoods,us-gaap:Assets
us-gaap:InventoryFinishedGoodsNetOfReserves,us-gaap:Assets
us-gaap:InventoryGross,us-gaap:Assets
us-gaap:InventoryLIFOReserve,us-gaap:Assets
us-gaap:InventoryPartsAndComponentsNetOfReserves,us-gaap:Assets
us-gaap:InventoryRawMaterials,us-gaap:Assets
us-gaap:InventoryRawMaterialsAndSupplies,us-gaap:Assets
us-gaap:InventoryRawMaterialsAndSuppliesNetOfReserves,us-gaap:Assets
us-gaap:InventoryRawMaterialsNetOfReserves,us-gaap:Assets
us-gaap:InventoryValuationReserves,us-gaap:Assets
us-gaap:InventoryWorkInProcess,us-gaap:Assets
us-gaap:InventoryWorkInProcessNetOfReserves,us-gaap:Assets
us-gaap:InventoryWriteDown,us-gaap:Assets
us-gaap:LIFOInventoryAmount,us-gaap:Assets
us-gaap:LIFOInventoryAmount,us-gaap:CurrentAssets
us-gaap:Land,us-gaap:Assets
us-gaap:Land,us-gaap:NoncurrentAssets
us-gaap:LeaseholdImprovementsGross,us-gaap:Assets
us-gaap:LeaseholdImprovementsGross,us-gaap:NoncurrentAssets
us-gaap:MachineryAndEquipmentGross,us-gaap:Assets
us-gaap:MachineryAndEquipmentGross,us-gaap:NoncurrentAssets
us-gaap:MarketingExpense,us-gaap:Assets
us-gaap:MarketingExpense,us-gaap:CostsAndExpenses
us-gaap:MarketingExpense,us-gaap:NetIncomeLoss
us-gaap:MarketingExpense,us-gaap:NoncurrentAssets
us-gaap:MarketingExpense,us-gaap:OperatingExpenses
us-gaap:MarketingExpense,us-gaap:OperatingIncomeLoss
us-gaap:MarketingExpense,us-gaap:PropertyPlantAndEquipmentNet
us-gaap:NonoperatingIncomeExpense,us-gaap:NetIncomeLoss
us-gaap:OperatingExpenses,us-gaap:NetIncomeLoss
us-gaap:OtherInventoryNetOfReserves,us-gaap:Assets
us-gaap:OtherInventoryNetOfReserves,us-gaap:CurrentAssets
us-gaap:OtherInventorySupplies,us-gaap:Assets
us-gaap:OtherInventorySupplies,us-gaap:CurrentAssets
us-gaap:OtherNonoperatingIncome,us-gaap:NetIncomeLoss
us-gaap:OtherNonoperatingIncomeExpense,us-gaap:NetIncomeLoss
us-gaap:OtherOperatingIncomeExpenseNet,us-gaap:NetIncomeLoss
us-gaap:OtherSellingGeneralAndAdministrativeExpense,us-gaap:Assets
us-gaap:OtherSellingGeneralAndAdministrativeExpense,us-gaap:CostsAndExpenses
us-gaap:OtherSellingGeneralAndAdministrativeExpense,us-gaap:NetIncomeLoss
us-gaap:OtherSellingGeneralAndAdministrativeExpense,us-gaap:NoncurrentAssets
us-gaap:OtherSellingGeneralAndAdministrativeExpense,us-gaap:OperatingExpenses
us-gaap:OtherSellingGeneralAndAdministrativeExpense,us-gaap:OperatingIncomeLoss
us-gaap:PaymentsToAcquirePropertyPlantAndEquipment,us-gaap:Assets
us-gaap:PaymentsToAcquirePropertyPlantAndEquipment,us-gaap:NoncurrentAssets
us-gaap:PercentageOfLIFOInventory,us-gaap:Assets
us-gaap:PercentageOfLIFOInventory,us-gaap:CurrentAssets
us-gaap:ProceedsFromSaleOfPropertyPlantAndEquipment,us-gaap:Assets
us-gaap:ProceedsFromSaleOfPropertyPlantAndEquipment,us-gaap:NoncurrentAssets
us-gaap:ProfessionalAndContractServicesExpense,us-gaap:Assets
us-gaap:ProfessionalAndContractServicesExpense,us-gaap:NoncurrentAssets
us-gaap:PropertyPlantAndEquipmentAdditions,us-gaap:Assets
us-gaap:PropertyPlantAndEquipmentFairValueDisclosure,us-gaap:Assets
us-gaap:PropertyPlantAndEquipmentGross,us-gaap:Assets
us-gaap:PropertyPlantAndEquipmentOther,us-gaap:Assets
us-gaap:PropertyPlantAndEquipmentTransfersAndChanges,us-gaap:Assets
us-gaap:PropertyPlantAndEquipmentUsefulLifeMaximum,us-gaap:Assets
us-gaap:PropertyPlantAndEquipmentUsefulLifeMinimum,us-gaap:Assets
us-gaap:ResearchAndDevelopmentAssetAcquiredOtherThanThroughBusinessCombinationWrittenOff,us-gaap:CostsAndExpenses
us-gaap:ResearchAndDevelopmentAssetAcquiredOtherThanThroughBusinessCombinationWrittenOff,us-gaap:NetIncomeLoss
us-gaap:ResearchAndDevelopmentAssetAcquiredOtherThanThroughBusinessCombinationWrittenOff,us-gaap:OperatingExpenses
us-gaap:ResearchAndDevelopmentAssetAcquiredOtherThanThroughBusinessCombinationWrittenOff,us-gaap:OperatingIncomeLoss
us-gaap:ResearchAndDevelopmentExpense,us-gaap:NetIncomeLoss
us-gaap:ResearchAndDevelopmentExpense,us-gaap:OperatingIncomeLoss
us-gaap:ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,us-gaap:CostsAndExpenses
us-gaap:ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,us-gaap:NetIncomeLoss
us-gaap:ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,us-gaap:OperatingIncomeLoss
us-gaap:ResearchAndDevelopmentExpenseSoftwareExcludingAcquiredInProcessCost,us-gaap:CostsAndExpenses
us-gaap:ResearchAndDevelopmentExpenseSoftwareExcludingAcquiredInProcessCost,us-gaap:NetIncomeLoss
us-gaap:ResearchAndDevelopmentExpenseSoftwareExcludingAcquiredInProcessCost,us-gaap:OperatingIncomeLoss
us-gaap:ResearchAndDevelopmentInProcess,us-gaap:CostsAndExpenses
us-gaap:ResearchAndDevelopmentInProcess,us-gaap:NetIncomeLoss
us-gaap:ResearchAndDevelopmentInProcess,us-gaap:OperatingExpenses
us-gaap:ResearchAndDevelopmentInProcess,us-gaap:OperatingIncomeLoss
us-gaap:SellingAndMarketingExpense,us-gaap:Assets
us-gaap:SellingAndMarketingExpense,us-gaap:CostsAndExpenses
us-gaap:SellingAndMarketingExpense,us-gaap:NetIncomeLoss
